country,year,total_energy_twh,per_capita_energy_kwh,renewable_share_pct,fossil_dependency_pct,industrial_energy_pct,household_energy_pct,carbon_emissions_mt,energy_price,renewable_ratio,fossil_ratio,other_sector_pct,pollution_score,green_dominance
Brazil,2009,8385.7,5780.98,55.72,13.43,28.17,16.62,4103.12,0.43,0.56,0.13,55.21,0.4893,4.31
Brazil,2023,5762.63,3202.22,22.97,29.95,23,30.03,2119.44,0.05,0.23,0.30,46.97,0.3678,0.77
Australia,2007,8723.04,40338.86,6.07,69.25,34.62,26.62,990.45,0.16,0.06,0.69,38.76,0.1135,0.09
Japan,2014,6490.36,40588.1,35.52,55.68,48.36,15.16,4017.81,0.08,0.36,0.56,36.48,0.6190,0.64
Australia,2020,9467.12,6465.83,86.77,41.21,47.44,34.81,2315.69,0.27,0.87,0.41,17.75,0.2446,2.12
Russia,2024,2885.25,15425.26,63.65,40.7,58.2,23.6,3058.66,0.06,0.64,0.41,18.20,1.0601,1.56
Canada,2019,5993.66,39111.29,77.91,42.62,45.2,14.57,4124.45,0.33,0.78,0.43,40.23,0.6881,1.81
Japan,2024,6932.3,26507.9,17.3,31.77,36.45,33.89,2635.99,0.3,0.17,0.32,29.66,0.3802,0.53
Germany,2022,3990.08,47850.95,11.23,71.44,51.89,14,596.87,0.22,0.11,0.71,34.11,0.1496,0.15
China,2021,8809.11,24312.6,5.98,49.75,26.12,39.04,4820.62,0.26,0.06,0.50,34.84,0.5472,0.12
Canada,2003,9800.05,34009.42,86.23,43.88,52.52,23.25,1468.38,0.5,0.86,0.44,24.23,0.1498,1.95
Australia,2001,4988.32,25734.28,30.52,42.56,34.64,31.85,4971.53,0.13,0.31,0.43,33.51,0.9966,0.72
USA,2023,3967.34,47176.79,44.06,75.51,26.16,23.56,79.82,0.38,0.44,0.76,50.28,0.0201,0.58
Japan,2005,4772.19,20233.63,38.53,60.66,26.49,15.63,2444.75,0.34,0.39,0.61,57.88,0.5123,0.64
Japan,2002,8542.09,11874.92,67.09,20.14,59.34,32.74,3539.43,0.35,0.67,0.20,7.92,0.4144,3.35
China,2006,6490.14,16668.38,31.35,40.59,44.93,18.68,4536.19,0.21,0.31,0.41,36.39,0.6989,0.76
India,2009,543.25,42712.37,50.51,30.19,26.97,30.47,3912.67,0.15,0.51,0.30,42.56,7.2023,1.70
Brazil,2022,5467.48,25147.96,89.62,79.08,30.74,17.72,1315.36,0.34,0.90,0.79,51.54,0.2406,1.14
Brazil,2005,271.27,18035.49,42.75,39.08,34.88,17.23,1254.36,0.46,0.43,0.39,47.89,4.6240,1.10
USA,2015,7807.5,27440.87,51.86,14.75,22.24,23.72,1815.1,0.49,0.52,0.15,54.04,0.2325,3.47
Russia,2001,3350.29,7094.87,47.71,38.78,24.34,34.49,597.17,0.27,0.48,0.39,41.17,0.1782,1.23
Russia,2023,4772.87,765.29,73.27,32.49,50.47,28.41,3364.39,0.24,0.73,0.32,21.12,0.7049,2.28
Germany,2016,8006.91,14388.94,27.68,51.97,51.47,11.94,4709.23,0.21,0.28,0.52,36.59,0.5881,0.54
Canada,2012,559.84,30447.78,19.49,25.83,59.53,32.02,3228.42,0.41,0.19,0.26,8.45,5.7667,0.73
UK,2000,1669.56,35728.2,69.1,12.52,22.7,27.39,2690.2,0.16,0.69,0.13,49.91,1.6113,5.31
India,2005,4039.81,41417.24,40.33,16.71,55.57,28.71,2541.58,0.28,0.40,0.17,15.72,0.6291,2.35
Australia,2004,2376.26,46369.85,82.67,29.82,32.69,20.61,2983.43,0.21,0.83,0.30,46.70,1.2555,2.77
UK,2024,3445.22,20899.56,59.75,34.38,33.11,26.68,3567.53,0.44,0.60,0.34,40.21,1.0355,1.76
UK,2012,9981.93,37155.58,52.97,68.41,25.09,21.16,3985.25,0.18,0.53,0.68,53.75,0.3992,0.78
Japan,2022,8271.6,4196.31,10.99,28.9,59.45,12.45,3506.69,0.36,0.11,0.29,28.10,0.4239,0.38
USA,2017,8850.63,3347.73,67.09,12.2,59.24,35.33,3539.91,0.31,0.67,0.12,5.43,0.4000,5.58
Brazil,2011,9376.84,6677.5,63.31,64.65,54.59,30.34,4761.08,0.2,0.63,0.65,15.07,0.5077,0.97
Germany,2006,3475.27,22704.17,59.41,70.82,23.63,30.11,4501.75,0.16,0.59,0.71,46.26,1.2954,0.83
Russia,2014,3041.06,10958.43,27.77,44.46,53.67,15.81,4128.42,0.41,0.28,0.44,30.52,1.3576,0.64
USA,2002,2417.22,14702.78,85.47,29.94,45.38,29.91,264.63,0.28,0.85,0.30,24.71,0.1095,2.83
Japan,2015,8318.16,32570.07,32.34,64.05,25.15,16.96,3360.89,0.33,0.32,0.64,57.89,0.4040,0.50
Australia,2000,6827.56,18246.85,17.94,10.62,30.47,30.63,2302.15,0.48,0.18,0.11,38.90,0.3372,1.64
Germany,2015,2438.1,28089.89,88.91,74.68,47.57,20.01,3107.12,0.23,0.89,0.75,32.42,1.2744,1.19
Japan,2023,3832.24,20913.99,68.43,70.59,52.14,14.73,3447.1,0.42,0.68,0.71,33.13,0.8995,0.96
Brazil,2011,5116.45,8863.98,40.26,48.14,53.92,37.19,3587.53,0.34,0.40,0.48,8.89,0.7012,0.83
Brazil,2018,5328.59,4163.99,84.55,29.43,41.75,13.14,4353.66,0.32,0.85,0.29,45.11,0.8170,2.93
Brazil,2007,8898.4,12193.46,12.74,12.3,41.38,32.85,4554.46,0.07,0.13,0.12,25.77,0.5118,1.08
USA,2022,3867.6,3356.17,12.45,79.99,47.37,13.05,3053.8,0.46,0.12,0.80,39.58,0.7896,0.15
USA,2011,9094.39,31121.29,63.01,63.35,51.11,30.54,4476.11,0.15,0.63,0.63,18.35,0.4922,1.00
Russia,2014,4469.54,39888.02,20.13,33.71,26.82,13.31,3834.88,0.26,0.20,0.34,59.87,0.8580,0.59
Russia,2001,7489.09,17317.17,82.96,11.35,49.59,25.26,1053.49,0.39,0.83,0.11,25.15,0.1407,7.55
Australia,2016,9309.52,19662,76.43,54.75,33.67,15.64,224.79,0.29,0.76,0.55,50.69,0.0241,1.38
Germany,2006,9085,40901.46,31.04,79.08,35.35,36,98.95,0.05,0.31,0.79,28.65,0.0109,0.39
China,2012,663.83,11519.34,80.55,59.5,23.11,22.04,2953.78,0.48,0.81,0.60,54.85,4.4496,1.35
China,2000,2136.47,6398.43,8.65,15.86,43.54,10.46,2631.89,0.06,0.09,0.16,46.00,1.2319,0.56
Japan,2005,4821.36,25305.35,51.63,38.16,23.74,28.84,3497.02,0.09,0.52,0.38,47.42,0.7253,1.37
Brazil,2012,4372.39,32486.41,84.52,17.64,56.53,23.35,4222,0.15,0.85,0.18,20.12,0.9656,4.72
Germany,2010,6444.83,30182.89,77.71,73.85,44.84,35.79,863.99,0.32,0.78,0.74,19.37,0.1341,1.05
UK,2009,9452.62,35836.72,35.27,33.13,59.61,22.99,4289.34,0.49,0.35,0.33,17.40,0.4538,1.06
USA,2015,1212.81,3309.18,20.54,61.34,29.83,22.33,535.51,0.47,0.21,0.61,47.84,0.4415,0.34
Canada,2023,4573.4,21695.98,22.9,15.93,47.18,23.62,4422.05,0.34,0.23,0.16,29.20,0.9669,1.44
India,2022,2004.87,12309.24,48.73,18.99,58.58,35.8,4259.91,0.38,0.49,0.19,5.62,2.1248,2.58
Australia,2019,8951.67,38076.5,55.73,57.56,31.94,27.6,3499.93,0.37,0.56,0.58,40.46,0.3910,0.97
Brazil,2016,9649.34,43700.16,7.79,69.04,23.85,30.08,1535.14,0.36,0.08,0.69,46.07,0.1591,0.12
Brazil,2016,4839.15,14426.12,40.15,24.1,45.36,31.61,512.4,0.42,0.40,0.24,23.03,0.1059,1.67
Brazil,2003,1129.7,5213.29,75.58,39.28,34.64,38.13,3901.53,0.2,0.76,0.39,27.23,3.4536,1.95
USA,2004,7874.42,13044.68,42.77,53.36,30.92,35.13,1128.5,0.15,0.43,0.53,33.95,0.1433,0.81
USA,2022,7001.7,5648.42,19.38,65.74,59.74,37.82,2232.64,0.21,0.19,0.66,2.44,0.3189,0.29
India,2013,3611.24,16459.9,86.16,53.97,50.16,20.3,2677.75,0.07,0.86,0.54,29.54,0.7415,1.59
UK,2019,8885.33,27140.83,27.63,16.68,39.42,16.45,3442.94,0.49,0.28,0.17,44.13,0.3875,1.65
Germany,2009,9760.74,48697.21,72.87,48,22,16.1,2462.82,0.38,0.73,0.48,61.90,0.2523,1.52
Brazil,2013,5622.75,20268.83,21.47,71.92,27.66,35.73,3487.94,0.15,0.21,0.72,36.61,0.6203,0.29
China,2000,5700.71,11391.98,40.97,70.76,31.95,34.92,4079.49,0.17,0.41,0.71,33.13,0.7156,0.58
Russia,2010,3045.38,8756.69,46.69,50.95,39.49,29.51,3579.65,0.5,0.47,0.51,31.00,1.1754,0.92
China,2022,5886.61,9065.47,47.55,79.7,39.89,11.89,1532.54,0.4,0.48,0.80,48.22,0.2603,0.60
Japan,2017,4452.46,10033.59,48.9,17.36,20.99,19.54,4476.72,0.24,0.49,0.17,59.47,1.0054,2.88
China,2015,3091.69,38232.22,24.12,43.5,57.73,32.03,2775.33,0.14,0.24,0.44,10.24,0.8977,0.55
Japan,2017,765.13,3520.87,48.85,64.26,41.71,17.46,2353.61,0.07,0.49,0.64,40.83,3.0761,0.77
Canada,2007,2601.81,49871.43,45.95,19.87,20.79,28.72,2896.48,0.35,0.46,0.20,50.49,1.1133,2.30
Russia,2009,2058.76,26372.98,22.74,78.09,48.05,26.28,2441.94,0.4,0.23,0.78,25.67,1.1861,0.29
China,2009,5466.22,27441.46,89,34.78,22.85,17.88,3787.79,0.1,0.89,0.35,59.27,0.6929,2.54
Canada,2004,6056.53,18199.41,78.57,34.51,48.85,38.03,2132.29,0.05,0.79,0.35,13.12,0.3521,2.26
Australia,2009,6124.86,34667.64,80.44,24.92,48.06,17.7,3894.78,0.21,0.80,0.25,34.24,0.6359,3.20
Germany,2017,3942.99,23837.09,63.27,30.16,59.4,36.84,3812.77,0.35,0.63,0.30,3.76,0.9670,2.10
Canada,2020,4270.17,16788.53,18.59,50.43,33.68,26.23,1420.51,0.47,0.19,0.50,40.09,0.3327,0.38
Germany,2023,8358.96,13624.35,53.29,40.05,25.77,12.75,524.91,0.45,0.53,0.40,61.48,0.0628,1.33
China,2005,4814.7,46319.73,74.82,23.54,23.67,35.01,4262.24,0.36,0.75,0.24,41.32,0.8853,3.13
UK,2002,9878.96,14903.98,8.29,66.64,22.87,33.74,886.15,0.42,0.08,0.67,43.39,0.0897,0.12
Canada,2007,4452.21,22101.47,47.15,14.36,52.41,34.93,204.35,0.21,0.47,0.14,12.66,0.0459,3.36
Russia,2008,6530.85,17841.9,38.67,68.43,48.74,29.14,2041.52,0.16,0.39,0.68,22.12,0.3126,0.57
China,2004,598.59,4765.85,23.03,29.25,59.04,31.35,1308.04,0.11,0.23,0.29,9.61,2.1852,0.79
Brazil,2001,6568.07,9703.75,37.15,44.71,32.37,37.21,1140.79,0.13,0.37,0.45,30.42,0.1737,0.82
USA,2001,8529.12,9880.35,88.6,36.67,52.12,13.83,902.95,0.48,0.89,0.37,34.05,0.1059,2.41
Canada,2006,9430.33,34835.65,66.48,49.94,23.72,12.49,3758.52,0.47,0.66,0.50,63.79,0.3986,1.32
Russia,2016,9973.47,20625.98,30.46,65.72,56.16,13.75,3927.94,0.07,0.30,0.66,30.09,0.3938,0.45
Australia,2009,2893.57,39207.39,56.46,79.25,22.07,36.1,279.63,0.26,0.56,0.79,41.83,0.0966,0.71
Brazil,2011,5796.16,35593.07,25.97,31.42,51.52,26.89,2756.72,0.22,0.26,0.31,21.59,0.4756,0.84
Australia,2001,4562.11,10006.46,56.92,48.77,32.29,15.28,718.97,0.34,0.57,0.49,52.43,0.1576,1.16
China,2009,5681.79,28364.39,81.17,42.62,27.25,14.25,2522.79,0.2,0.81,0.43,58.50,0.4440,1.88
USA,2019,1658.78,37273.99,52.33,79.92,48.18,23.36,1772.25,0.18,0.52,0.80,28.46,1.0684,0.65
Canada,2000,8575.88,31835.62,67.33,66.62,55.84,34.47,1048.99,0.41,0.67,0.67,9.69,0.1223,1.00
Canada,2003,9104.73,30200.82,43.53,37.8,50.57,34.16,4742.9,0.48,0.44,0.38,15.27,0.5209,1.16
UK,2012,4551.65,37110.74,49.55,43.38,32.52,35.54,4785.89,0.14,0.50,0.43,31.94,1.0515,1.16
UK,2011,2876.26,3310.65,64.08,27.22,34.14,33.07,2841.65,0.16,0.64,0.27,32.79,0.9880,2.37
China,2010,1494.25,36705.39,74.05,62.87,27.57,11.85,980.85,0.24,0.74,0.63,60.58,0.6564,1.17
China,2009,6869.27,13996.44,61.05,69.16,52.96,31.61,2937.17,0.37,0.61,0.69,15.43,0.4276,0.88
USA,2014,3191.1,28807.68,88.09,77.55,24.28,25.57,4646.07,0.13,0.88,0.78,50.15,1.4559,1.13
UK,2004,9104.43,12494.1,74.68,49.61,56.13,31.79,1919.92,0.26,0.75,0.50,12.08,0.2109,1.50
Russia,2024,6743.02,42021.47,71.06,56.95,44.05,24.53,731.8,0.43,0.71,0.57,31.42,0.1085,1.25
Russia,2016,6492.28,24287.69,76.83,41.22,43.55,24.51,3483.77,0.16,0.77,0.41,31.94,0.5366,1.88
USA,2004,5638.08,32325.59,28.9,52.64,53.51,13.78,3298.53,0.07,0.29,0.53,32.71,0.5850,0.55
Russia,2001,553.19,39807.06,41.72,34.41,46.7,37.16,56.87,0.46,0.42,0.34,16.14,0.1028,1.24
Japan,2008,9326.03,44818.11,52.98,61.64,32.17,21.24,4275.35,0.4,0.53,0.62,46.59,0.4584,0.85
Germany,2005,6316.58,36737.07,44.3,11.59,33.98,27.47,3320.7,0.36,0.44,0.12,38.55,0.5257,3.67
USA,2017,9941.21,7864.04,77.03,11.99,26.92,16.21,1018.71,0.09,0.77,0.12,56.87,0.1025,6.42
USA,2013,5419.83,42799.35,7.3,60.13,38.56,21.07,66.03,0.45,0.07,0.60,40.37,0.0122,0.12
India,2018,7130.1,31119.61,22.78,75.15,24.41,36.12,4862.89,0.19,0.23,0.75,39.47,0.6820,0.31
Brazil,2013,656.47,30667.76,79.95,54.26,46.12,16.29,3785.66,0.15,0.80,0.54,37.59,5.7667,1.48
Brazil,2007,6354.19,46106.36,10.02,60.86,26.77,16.18,1857,0.27,0.10,0.61,57.05,0.2922,0.16
Japan,2016,7670.03,12817.16,24.29,67.68,54.56,17.81,2192.3,0.47,0.24,0.68,27.63,0.2858,0.35
UK,2002,7807.29,12359.59,34.86,35.32,48.02,27.24,2717.36,0.5,0.35,0.35,24.74,0.3481,1.00
China,2009,7724.11,25903.08,68.81,17.57,55.66,25.62,3607.21,0.33,0.69,0.18,18.72,0.4670,3.83
China,2016,2340.2,37667.72,52.62,75.32,23.48,15.26,906.01,0.48,0.53,0.75,61.26,0.3872,0.71
Australia,2010,9756.44,22638.42,86.14,75.7,51.94,30.76,1018.86,0.25,0.86,0.76,17.30,0.1044,1.13
Japan,2007,9952.3,31877.62,24.37,40.93,55.23,37.23,288.93,0.06,0.24,0.41,7.54,0.0290,0.59
USA,2000,848.4,22899.97,79.13,25.2,21.78,15.96,4929.68,0.17,0.79,0.25,62.26,5.8106,3.16
Japan,2012,9370.82,30714.17,29.05,72.46,59.96,30.19,4384.08,0.19,0.29,0.72,9.85,0.4678,0.40
Japan,2020,2965.55,41201.98,25.87,59.59,32.03,27.59,2787.14,0.4,0.26,0.60,40.38,0.9398,0.43
Japan,2003,6923.91,9433.6,47.36,10.58,28.47,19.87,2179.85,0.11,0.47,0.11,51.66,0.3148,4.27
Brazil,2006,3447.3,34921.24,11.05,17.54,36.6,28.53,1225.33,0.13,0.11,0.18,34.87,0.3554,0.61
Japan,2013,9680.77,39477.57,37.67,78.82,20.35,16.3,2995.16,0.33,0.38,0.79,63.35,0.3094,0.48
Germany,2004,1104.89,22632.01,35.23,12.67,55.44,35.02,3468.03,0.11,0.35,0.13,9.54,3.1388,2.69
China,2023,5027.69,16500.06,18.61,29.78,30.74,10.67,3461.45,0.27,0.19,0.30,58.59,0.6885,0.63
Australia,2010,4337.67,1170.44,78.17,48.39,40.86,27.01,81.86,0.07,0.78,0.48,32.13,0.0189,1.63
Germany,2016,3327.63,39956.7,37.8,22.9,44.94,19.56,3525.09,0.35,0.38,0.23,35.50,1.0593,1.65
Australia,2004,6490.79,16732.96,88.46,26.24,51.64,36.44,4338.55,0.46,0.88,0.26,11.92,0.6684,3.38
India,2019,1397.45,18186.82,81.48,34.71,30.01,24.98,618.84,0.44,0.81,0.35,45.01,0.4428,2.31
Australia,2002,7194.96,17132.31,21.56,28.87,48.69,34.07,3789.12,0.08,0.22,0.29,17.24,0.5266,0.76
China,2004,9807.86,25187.6,47.94,66.23,24.71,37.71,4125.03,0.32,0.48,0.66,37.58,0.4206,0.73
China,2014,8065.13,35273.73,56.15,45.02,48.17,20.03,1417.04,0.1,0.56,0.45,31.80,0.1757,1.24
Japan,2018,8614.17,38707.22,74.61,29.5,56.77,36.41,3574.93,0.07,0.75,0.30,6.82,0.4150,2.50
Canada,2015,3660.4,19932.25,80.28,31.92,23.4,31.79,528.94,0.32,0.80,0.32,44.81,0.1445,2.50
India,2007,3316.38,33323.55,58.04,12.79,24.67,13.25,3263.6,0.31,0.58,0.13,62.08,0.9841,4.46
USA,2012,5218.78,36173.87,7.99,13.46,42.29,13.12,2576.13,0.09,0.08,0.13,44.59,0.4936,0.62
Russia,2015,552.69,15197.41,45.91,60.25,21.86,34.52,4256.77,0.21,0.46,0.60,43.62,7.7019,0.77
Australia,2002,9459.05,5282.76,80.21,17.9,27.5,24.05,2287.24,0.19,0.80,0.18,48.45,0.2418,4.44
Canada,2000,1523.47,44785.95,65.7,43.31,27.61,24.85,2169.07,0.2,0.66,0.43,47.54,1.4238,1.53
Japan,2008,9039.83,34017.24,78.96,68.97,39.25,36.74,4672.23,0.2,0.79,0.69,24.01,0.5168,1.14
Brazil,2008,927.46,32581.47,62.3,35.79,29.94,37.11,4674.62,0.42,0.62,0.36,32.95,5.0402,1.72
USA,2021,8243.99,3415.67,8.74,34.2,39.02,13.38,226.77,0.21,0.09,0.34,47.60,0.0275,0.26
UK,2016,1604.43,40984.72,87.28,71.11,40.85,21.21,2453.55,0.2,0.87,0.71,37.94,1.5292,1.23
Canada,2023,477.5,28519.68,83.03,70.54,49.23,36.86,846.74,0.06,0.83,0.71,13.91,1.7733,1.17
Brazil,2001,7222.95,42470.28,15.76,71.61,57.84,34.6,1404.85,0.41,0.16,0.72,7.56,0.1945,0.22
India,2008,2874.63,48740.78,14.58,50.03,40.15,31.63,3347.39,0.35,0.15,0.50,28.22,1.1645,0.30
Japan,2023,7173.51,47876.47,50.82,76.66,34.2,13.06,689.97,0.2,0.51,0.77,52.74,0.0962,0.66
USA,2018,5595.34,42876.42,69.35,67.33,30.35,28.64,105.79,0.25,0.69,0.67,41.01,0.0189,1.03
USA,2012,1177.19,1041.9,37.48,39.09,45.39,27.46,3649.26,0.41,0.37,0.39,27.15,3.1000,0.95
USA,2004,9328.09,44343.5,16.59,54.07,57.72,15.02,3224.65,0.2,0.17,0.54,27.26,0.3457,0.31
India,2008,4577.91,4215.58,48.4,18.53,50.59,33.22,4518.19,0.26,0.48,0.19,16.19,0.9870,2.53
Australia,2012,7371.03,42634.1,33.69,48.59,28.24,19.36,2734.44,0.06,0.34,0.49,52.40,0.3710,0.69
UK,2000,5060.1,14368.62,34.9,28.42,55.73,28.62,4729.39,0.46,0.35,0.28,15.65,0.9346,1.25
India,2024,6083.18,30698.38,59.82,29.85,49.42,20.86,3066.1,0.22,0.60,0.30,29.72,0.5040,2.00
Russia,2014,3097.46,2384.38,80.28,18.8,25.12,12.53,1966.39,0.18,0.80,0.19,62.35,0.6348,4.21
UK,2003,2083.57,38673.49,52.48,35.07,48.51,25.74,3061.9,0.32,0.52,0.35,25.75,1.4695,1.49
China,2003,5471.45,6029.45,63.45,43.7,31.57,19.2,3758.44,0.29,0.63,0.44,49.23,0.6869,1.43
Japan,2019,4458.17,20829.06,61.1,52.02,39.66,12.14,1770.33,0.23,0.61,0.52,48.20,0.3971,1.17
India,2009,3962.12,40963.58,51.85,31.34,32.01,15.96,1894,0.47,0.52,0.31,52.03,0.4780,1.68
Brazil,2024,6758.42,34919.78,31.41,65.46,23.36,28.57,3168.19,0.21,0.31,0.65,48.07,0.4688,0.48
UK,2005,6936.02,799.11,37.11,46.47,50.74,13.04,2305.18,0.5,0.37,0.46,36.22,0.3323,0.80
Russia,2023,554.61,20450.1,31.83,54.66,53.15,12.62,2658.52,0.41,0.32,0.55,34.23,4.7935,0.58
China,2011,3453.57,2575.41,82.99,29.47,29.28,38.32,4911.3,0.46,0.83,0.29,32.40,1.4221,2.86
Australia,2019,4176.47,33838.24,75.26,66.99,29.59,13.23,266.69,0.18,0.75,0.67,57.18,0.0639,1.12
Brazil,2015,1059.23,48462.95,54.24,53.7,37.2,21.28,3257.11,0.08,0.54,0.54,41.52,3.0750,1.00
UK,2002,2435.42,32935.43,82.54,70.36,52.46,14,4618.28,0.24,0.83,0.70,33.54,1.8963,1.19
Japan,2013,611.25,11606.44,80.34,21.2,23.09,38.18,1219.25,0.19,0.80,0.21,38.73,1.9947,3.81
Brazil,2000,9962.8,18084.04,83.85,36.65,52.35,24.43,1099.54,0.08,0.84,0.37,23.22,0.1104,2.27
China,2009,7391.92,48844.2,23.85,17.91,56.91,13.33,1846.84,0.08,0.24,0.18,29.76,0.2498,1.33
Brazil,2014,965.76,11590.59,65.99,25.09,42.46,33.06,416.69,0.13,0.66,0.25,24.48,0.4315,2.64
Germany,2006,300.47,28295.69,56.78,37.62,22.42,33.42,2823.41,0.22,0.57,0.38,44.16,9.3966,1.50
Canada,2003,7220.95,20322.46,67.38,72.62,30.78,37.04,3245.02,0.47,0.67,0.73,32.18,0.4494,0.92
Australia,2013,4448,38531.61,27.39,48.99,24.46,31.17,4108.44,0.35,0.27,0.49,44.37,0.9237,0.55
China,2023,7889.29,43435.77,64.06,33.13,30.37,11.64,377.57,0.23,0.64,0.33,57.99,0.0479,1.94
Brazil,2015,9242.41,17371.45,39.84,62.28,52.47,26.51,2209.12,0.41,0.40,0.62,21.02,0.2390,0.65
Canada,2013,6033.07,33189.62,75.9,11.38,22.23,21.52,3931.82,0.31,0.76,0.11,56.25,0.6517,6.91
Canada,2002,1952.37,27677.86,72.61,35.91,31.35,32.46,3853.09,0.24,0.73,0.36,36.19,1.9735,2.03
Brazil,2016,7843.72,14283,22.97,52.06,40.68,27.73,414.52,0.11,0.23,0.52,31.59,0.0528,0.44
Japan,2020,9562.54,13961.07,20.63,50.83,54.96,31.76,106.41,0.47,0.21,0.51,13.28,0.0111,0.41
Germany,2013,5844.29,27162.27,66.01,52.53,30,15.41,3927.47,0.33,0.66,0.53,54.59,0.6720,1.25
India,2017,6851.77,8123.14,51.79,24.81,51.13,23.11,732.99,0.25,0.52,0.25,25.76,0.1070,2.08
Germany,2002,3441,40635.09,52.36,33.6,43.34,22.96,2910.06,0.25,0.52,0.34,33.70,0.8457,1.53
Brazil,2021,3877.12,3915.74,68.96,75.21,47.05,39.43,516.52,0.39,0.69,0.75,13.52,0.1332,0.92
Australia,2018,7373.08,5181.44,77.67,78.18,54.47,10.57,1512.78,0.13,0.78,0.78,34.96,0.2052,1.00
India,2002,9284.93,17440.2,25.31,31.84,21.06,34.48,832.28,0.24,0.25,0.32,44.46,0.0896,0.78
China,2011,6326.99,6345.54,52.22,55.12,41.19,12.91,3695.15,0.08,0.52,0.55,45.90,0.5840,0.95
Germany,2021,7919.49,24047.15,75.46,26.89,49.89,12.41,3379.99,0.09,0.75,0.27,37.70,0.4268,2.78
Brazil,2004,1799.19,20283.96,79.19,35.8,55.38,19.85,719.76,0.29,0.79,0.36,24.77,0.4000,2.19
Germany,2009,2198.39,36229.58,29.43,65.46,25.31,31.02,343.69,0.22,0.29,0.65,43.67,0.1563,0.45
India,2008,5367.14,47673.71,13.85,45.08,33.66,30.35,2358.36,0.37,0.14,0.45,35.99,0.4394,0.31
Russia,2000,1847.89,37801.15,24.79,69.47,23.14,28.84,1017.96,0.49,0.25,0.69,48.02,0.5509,0.36
UK,2012,6386.45,9382.71,85.37,54.01,53.4,33.24,90.3,0.44,0.85,0.54,13.36,0.0141,1.57
Germany,2002,2987.37,46808.3,44.31,54.02,54.29,16.97,1358.15,0.25,0.44,0.54,28.74,0.4546,0.81
China,2018,7936.17,19910.6,40.58,12.37,39.34,29.02,1115.46,0.22,0.41,0.12,31.64,0.1406,3.42
China,2010,8100.29,23972.37,6.11,62.48,20.83,29.14,3440.55,0.31,0.06,0.62,50.03,0.4247,0.10
USA,2015,4691.5,21368.02,9.34,78.45,24.09,29.63,4311.27,0.09,0.09,0.78,46.28,0.9190,0.12
Germany,2005,1890.03,14387.08,61.84,43.11,44.97,27.83,1226.31,0.49,0.62,0.43,27.20,0.6488,1.44
UK,2023,6503.07,44804.69,55.14,21.1,59.3,16.65,1154.09,0.49,0.55,0.21,24.05,0.1775,2.62
Japan,2002,9928.59,16945.82,53.92,78.39,53.55,37.43,1969.44,0.47,0.54,0.78,9.02,0.1984,0.69
Canada,2018,6263.65,29140.53,14.38,30.31,51.92,39.28,904.16,0.35,0.14,0.30,8.80,0.1444,0.47
UK,2005,454.17,12381.66,34.93,38.64,36.72,30.68,4736.73,0.28,0.35,0.39,32.60,10.4294,0.90
Canada,2007,271.21,39970.08,74.05,15.42,59.41,23.32,1255.46,0.37,0.74,0.15,17.27,4.6291,4.93
Canada,2021,3271.58,38822.83,19.87,17.76,53,26.12,511.98,0.19,0.20,0.18,20.88,0.1565,1.11
Russia,2012,2038.26,15167.45,80.03,25.16,33.43,13.25,2806.6,0.43,0.80,0.25,53.32,1.3770,3.20
USA,2011,8149.21,34236.93,15.33,48.39,49.94,20.9,2711.22,0.11,0.15,0.48,29.16,0.3327,0.31
UK,2009,8463.58,35341.74,19.38,49.05,37.3,39.28,3177.98,0.41,0.19,0.49,23.42,0.3755,0.39
UK,2002,2660.33,28344.32,45.61,52.44,46.42,26.43,4835.18,0.44,0.46,0.52,27.15,1.8175,0.88
Russia,2003,3323.88,30229.62,85.35,50.87,58.8,26.82,1651.26,0.13,0.85,0.51,14.38,0.4968,1.67
Germany,2000,2438.84,28935.5,33.01,44.67,29.86,38.62,1829.88,0.27,0.33,0.45,31.52,0.7503,0.73
Germany,2012,9092.99,4552.29,60.95,66.15,51.8,36.59,1718.35,0.45,0.61,0.66,11.61,0.1890,0.92
Germany,2023,5076.23,33678.13,55.04,75.37,43.61,27.06,3161.72,0.48,0.55,0.75,29.33,0.6228,0.73
Australia,2003,6595.76,23753.86,17.72,28.88,58,18.07,3040.14,0.42,0.18,0.29,23.93,0.4609,0.62
Canada,2021,4213.27,22203.64,26.09,19.11,25.38,13.51,2667.59,0.47,0.26,0.19,61.11,0.6331,1.37
Australia,2010,6347.04,43069.96,84.06,39.76,48.79,35.91,1853.41,0.47,0.84,0.40,15.30,0.2920,2.10
USA,2018,3919.97,1649.72,20.71,11.85,21.49,37.6,2166.87,0.49,0.21,0.12,40.91,0.5528,1.75
Russia,2010,3462.82,12940.09,64.08,71.83,29.86,24.83,3972.91,0.24,0.64,0.72,45.31,1.1473,0.89
UK,2011,6381.35,6509.47,87,26.78,32.83,12.84,3065.77,0.18,0.87,0.27,54.33,0.4804,3.22
Canada,2010,5951.51,2249.38,15.16,48.45,37.29,28.19,3595.72,0.33,0.15,0.48,34.52,0.6042,0.31
Australia,2005,3005.93,14146.01,38.93,18.06,58.61,21.02,1419.81,0.13,0.39,0.18,20.37,0.4723,2.17
Australia,2011,1578.55,49429.58,24.03,48.73,22.7,14.74,4561.89,0.3,0.24,0.49,62.56,2.8899,0.49
